Name,Release_date,Players,Genre,Metascore,Rating_Metascore,User_score,Rating_User_score,Awards,Distributor,Developer,Rating,Consoles,Summary
Psychonauts 2,2021-08-25,,"Action, Platformer, 3D, Beat-'Em-Up, Action Adventure, Open-World",91,10,5.4,232,"#1 Best Xbox One Game of 2021, #3 Most Discussed Xbox One Game of 2021","Starbreeze , Double Fine Productions , Xbox Game Studios",Double Fine Productions,T,"Xbox One, PC, PlayStation 4, Xbox Series X","Razputin Aquato, trained acrobat and powerful young psychic, has realized his life long dream of joining the international psychic espionage organization known as the Psychonauts! But these psychic super spies are in trouble. Their leader hasn't been the same since he was kidnapped, andRazputin Aquato, trained acrobat and powerful young psychic, has realized his life long dream of joining the international psychic espionage organization known as the Psychonauts! But these psychic super spies are in trouble. Their leader hasn't been the same since he was kidnapped, and what's worse, there's a mole hiding in headquarters. Raz must use his powers to stop the mole before they execute their secret plan--to bring the murderous psychic villain, Maligula, back from the dead."
Guitar Hero,2005-11-07,1-2,"Miscellaneous, Rhythm, Music",91,65,8.6,208,#3 Best PS2 Game of 2005,RedOctane,Harmonix Music Systems,T,PlayStation 2,"Strap on your Guitar Hero SG controller, plug-in, and CRANK IT UP. Guitar Hero creates all the sensations of being a rock star, as you rock out to 30 of the greatest rock anthems of all time and more. Soundtrack includes songs as made famous by such legendary artists as the Red Hot ChiliStrap on your Guitar Hero SG controller, plug-in, and CRANK IT UP. Guitar Hero creates all the sensations of being a rock star, as you rock out to 30 of the greatest rock anthems of all time and more. Soundtrack includes songs as made famous by such legendary artists as the Red Hot Chili Peppers, David Bowie, Boston, Sum 41, Ozzy Osbourne, Audioslave, White Zombie, Franz Ferdinand, and The Ramones. So kiss that air guitar goodbye and get ready to rock. Features over 30 of the greatest rock songs of all-time. 4 difficulty levels (Easy, Medium, Hard, and Expert). 6 venues that range from basement parties to sold out stadiums. 8 different characters that each offer their own look and unique style of playing, from metal head to classic rocker. Two-player mode that offers tons of multiplayer fun. [Red Octane]"
World of Warcraft: Wrath of the Lich King,2008-11-13,Massively Multiplayer,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",91,47,7.9,1363,"#2 Best PC Game of 2008, #14 Most Discussed PC Game of 2008, #30 Most Shared PC Game of 2008",Blizzard Entertainment,Blizzard Entertainment,T,PC,"Players last visited Northrend in ""Warcraft III: The Frozen Throne,"" when Arthas Menethil fused with the spirit of Ner’zhul to become the Lich King, one of the most powerful beings in the Warcraft universe. He now broods atop the Frozen Throne deep in Icecrown Citadel, clutching the runePlayers last visited Northrend in ""Warcraft III: The Frozen Throne,"" when Arthas Menethil fused with the spirit of Ner’zhul to become the Lich King, one of the most powerful beings in the Warcraft universe. He now broods atop the Frozen Throne deep in Icecrown Citadel, clutching the rune blade Frostmourne and marshaling the undead armies of the Scourge. In Wrath of the Lich King, the forces of the Alliance and the Horde venture into battle against the Scourge amid Northrend’s howling winds and fields of jagged ice. Wrath of the Lich King adds a rich variety of content to an already massive game. New features in the game’s second expansion include: Death Knight Hero Class: Create a high-level Death Knight character -- the game’s first hero class -- once certain challenges have been met. Increased Level Cap: Advance to level 80 and gain potent new talents and abilities along the way. Northrend: Explore the harsh new continent of Northrend, packed with new zones, quests, dungeons, monsters, and items -- and do battle with the undead armies of the Lich King. ""Inscription"" Profession: Learn this exciting new profession and gain unique ways to permanently enhance spells and abilities in the game. Siege Weapons and Destructible Buildings: Take the battle to another level with new player-vs.-player game mechanics and new battlefields to wage war on. New Character Customization: Change how characters look and express themselves, with different hairstyles and dance animations. [Blizzard Entertainment]"
Metroid Prime Trilogy,2009-08-24,No Online Multiplayer,"Action, Miscellaneous, Shooter, Compilation, First-Person, Sci-Fi",91,48,9.0,426,#1 Best Wii Game of 2009,Nintendo,Retro Studios,T,Wii,"Metroid Prime 3: Corruption set a new standard for first-person motion controls in video games. Now it’s bringing those controls to the rest of the celebrated series, allowing players to experience the entire Metroid Prime story arc with the precision of the Wii Remote. Metroid PrimeMetroid Prime 3: Corruption set a new standard for first-person motion controls in video games. Now it’s bringing those controls to the rest of the celebrated series, allowing players to experience the entire Metroid Prime story arc with the precision of the Wii Remote. Metroid Prime Trilogy, is a three-game collection for the Wii console that bundles all three landmark Metroid Prime games onto one disc and revamps the first two installments with intuitive Wii Remote controls, wide-screen presentation and other enhancements. Each game maintains its original storyline and settings, but now Metroid Prime and Metroid Prime 2: Echoes let players use their Wii Remote to aim with precision as heroine Samus Aran. Based on the breakthrough control system that debuted in Metroid Prime 3: Corruption, these new Wii controls bring an entirely new level of immersion and freedom to these milestone games. Players can access the game they want from a unified main menu that ties together all three adventures. Through a new unlockables system, players can gain access to in-game rewards such as music and artwork by accomplishing objectives across all three games. [Nintendo]"
Overwatch,2016-05-23,Up to 12,"General, Action, Shooter, First-Person, Tactical",91,64,6.5,6136,"#3 Best PC Game of 2016, #1 Most Discussed PC Game of 2016, #13 Most Shared PC Game of 2016","Blizzard Entertainment , Activision Blizzard",Blizzard Entertainment,T,"PC, PlayStation 4, Switch, Xbox One","Overwatch is a highly stylized team-based shooter set on earth in the near future. Every match is an intense multiplayer showdown pitting a diverse cast of soldiers, mercenaries, scientists, adventurers, and oddities against each other in an epic, globe-spanning c"
F1 Challenge '99-'02,2003-06-24,1-8,"Driving, Racing, Simulation, Formula One, Automobile",91,8,7.6,80,"#3 Best PC Game of 2003, #84 Most Discussed PC Game of 2003, #49 Most Shared PC Game of 2003",Electronic Arts,Electronic Arts,E,PC,"Cutting-edge technology brings you the most accurate representation of Formula One to date. High-resolution car models include details right down to the very last shut line. Circuits include real life structures, helicopters, airplanes, panoramic skies, animated grid girls, motion capturedCutting-edge technology brings you the most accurate representation of Formula One to date. High-resolution car models include details right down to the very last shut line. Circuits include real life structures, helicopters, airplanes, panoramic skies, animated grid girls, motion captured pit crews, and even bumps in the track surface as they exist in reality. The glossy team-themed user interface puts you in the game and tracks your performance as a real life driver competing against the likes of world champion drives such as Damon Hill, Jacques Villeneuve, Mika Hakkinen, and Michael Schumacher. [Electronic Arts]"
Madden NFL 2001,2000-10-23,1-8,"Sports, Traditional, Football, Sim",91,25,7.5,10,#2 Best PS2 Game of 2000,EA Sports,EA Sports,E,"PlayStation 2, PC","EA Sports steps up to the challenge of Sega's ""NFL2k1"" with mind-blowing graphics and innovative ""Madden Cards"" -- Upper Deck creations purchased with tokens earned by completing in-game challenges which can be used as power-ups during the game.  Match up all current NFL teams as well asEA Sports steps up to the challenge of Sega's ""NFL2k1"" with mind-blowing graphics and innovative ""Madden Cards"" -- Upper Deck creations purchased with tokens earned by completing in-game challenges which can be used as power-ups during the game.  Match up all current NFL teams as well as great teams from the past in Season, Franchise, or Practice modes."
Baldur's Gate,1998-12-21,Up to 6,"Role-Playing, PC-style RPG, Western-Style",91,16,8.9,795,"#4 Best PC Game of 1998, #5 Most Discussed PC Game of 1998, #4 Most Shared PC Game of 1998",Interplay,BioWare,T,PC,"Baldur's Gate takes you back to the Forgotten Realms on a visually dazzling role-playing adventure, one that brings to life the grand tradition of Advanced Dungeons & Dragons through cutting edge art and technology. Immerse yourself in this quintessential medieval fantasy world, where entireBaldur's Gate takes you back to the Forgotten Realms on a visually dazzling role-playing adventure, one that brings to life the grand tradition of Advanced Dungeons & Dragons through cutting edge art and technology. Immerse yourself in this quintessential medieval fantasy world, where entire nations hang in the balance of your actions, dark prophecies test your resolve, and heroic dreams can be fulfilled at last. [Interplay]"
Klonoa 2: Lunatea's Veil,2001-07-25,1 Player,"Action, Platformer, 3D",91,18,8.6,119,#10 Best PS2 Game of 2001,Namco,Namco,E,PlayStation 2,"The sequel to 1997's sleeper platformer hit ""Klonoa:  Door to Phantomile"" finds our floppy-eared, baseball cap-wearing hero collecting dream stones and over-inflating his enemies with air bullets while protecting the dream world of Lunatea in this ""2-D style"" acti"
IL-2 Sturmovik,2001-11-18,1-32,"Simulation, Flight, WWII, Combat",91,12,8.7,169,"#1 Best PC Game of 2001, #59 Most Discussed PC Game of 2001, #23 Most Shared PC Game of 2001",Ubisoft,"1C, 1C Entertainment",T,PC,"Fly 31 types of Russian, German and American planes. Engage in air-to-air and air-to-ground battles. Multiplay with up to 32 players in dogfight and 16 players in cooperative missions. Use custom paint schemes, squadron nose art, numbering on wings, and national markings for each plane. [U"
Mario Tennis,2000-08-28,,"Sports, Traditional, Tennis",91,16,8.8,147,#3 Best N64 Game of 2000,Nintendo,Camelot Software Planning,E,Nintendo 64,"All of your favorite characters hit the court in a wild and wacky multiplayer tennis game from the makers of Mario Golf. Mario, Luigi, Bowser, Peach, Toad, and Donkey Kong lead off the all-star, 14-player line-up. The fast-paced action will have you unleashing vicious volleys, life-savingAll of your favorite characters hit the court in a wild and wacky multiplayer tennis game from the makers of Mario Golf. Mario, Luigi, Bowser, Peach, Toad, and Donkey Kong lead off the all-star, 14-player line-up. The fast-paced action will have you unleashing vicious volleys, life-saving lobs, ballistic backhands and electrifying super-charged smashes!"
